ID del Sensor,Tipo Sensor,Valor Leido,Ubicacion,TimeStamp
596,Luz ,82.0,Europa,2024-10-10
597,Humedad,92.0,Asia,2024-06-10
598,Presencia,97.0,Oceanía,2024-06-14
599,Presencia,15.0,Sudamerica,2024-03-18
600,Movimiento,80.0,Oceanía,2024-09-07
601,Humedad,70.0,Europa,2024-08-03
602,Presencia,9.0,Sudamerica,2024-10-22
603,Presencia,70.0,Norteamerica,2024-08-03
604,Presencia,27.0,África,2024-12-16
605,Movimiento,93.0,Oceanía,2024-08-27
606,Temperatura,58.0,África,2024-08-19
607,Humedad,70.0,Norteamerica,2024-08-21
608,Temperatura,49.0,Europa,2024-10-12
609,Temperatura,11.0,Asia,2024-07-22
610,Humedad,31.0,Norteamerica,2024-07-20
611,Temperatura,93.0,Oceanía,2024-04-30
612,Movimiento,26.0,Oceanía,2024-11-25
613,Luz ,20.0,Sudamerica,2024-04-03
614,Temperatura,55.0,África,2024-07-26
615,Movimiento,64.0,Asia,2024-10-10
616,Luz ,80.0,Sudamerica,2024-07-09
617,Humedad,65.0,Sudamerica,2024-09-14
618,Luz ,91.0,África,2024-09-18
619,Luz ,11.0,Oceanía,2024-05-17
620,Presencia,63.0,África,2024-06-24
621,Movimiento,35.0,Asia,2024-02-14
622,Movimiento,97.0,África,2024-04-15
623,Luz ,96.0,Norteamerica,2024-11-23
624,Luz ,81.0,África,2024-09-03
625,Presencia,95.0,Asia,2024-10-31
626,Presencia,71.0,Oceanía,2024-12-11
627,Humedad,14.0,Europa,2024-08-14
628,Luz ,56.0,Norteamerica,2024-12-04
629,Humedad,94.0,Oceanía,2024-05-09
630,Movimiento,79.0,Europa,2024-06-24
631,Temperatura,34.0,Norteamerica,2024-08-06
632,Presencia,39.0,Oceanía,2024-12-01
633,Movimiento,8.0,África,2024-01-14
634,Humedad,66.0,Sudamerica,2024-12-16
635,Movimiento,30.0,Asia,2024-09-06
636,Temperatura,77.0,Oceanía,2024-10-06
637,Humedad,62.0,Norteamerica,2024-03-30
638,Luz ,79.0,Sudamerica,2024-03-31
639,Presencia,54.0,África,2024-09-21
640,Temperatura,39.0,Asia,2024-09-13
641,Movimiento,86.0,Europa,2024-01-04
642,Movimiento,64.0,Sudamerica,2024-01-26
643,Movimiento,6.0,Europa,2024-06-06
644,Presencia,22.0,Oceanía,2024-12-13
645,Humedad,7.0,Norteamerica,2024-10-22
646,Presencia,53.0,Europa,2024-05-15
647,Humedad,100.0,Asia,2024-01-20
648,Luz ,68.0,Asia,2024-12-03
649,Movimiento,71.0,Asia,2024-02-02
650,Luz ,89.0,Europa,2024-08-05
651,Presencia,54.0,Sudamerica,2024-02-28
652,Movimiento,12.0,África,2024-08-28
653,Temperatura,18.0,Norteamerica,2024-12-18
654,Movimiento,5.0,Europa,2024-06-20
655,Movimiento,14.0,Norteamerica,2024-05-06
656,Luz ,55.0,Europa,2024-01-27
657,Movimiento,3.0,Sudamerica,2024-01-06
658,Humedad,32.0,Europa,2024-02-28
659,Luz ,86.0,África,2024-04-20
660,Presencia,44.0,Sudamerica,2024-04-07
661,Movimiento,6.0,Oceanía,2024-09-03
662,Movimiento,88.0,Europa,2024-02-09
663,Luz ,21.0,Oceanía,2024-04-11
664,Presencia,46.0,Oceanía,2024-02-09
665,Humedad,5.0,Europa,2024-05-29
666,Presencia,4.0,Sudamerica,2024-01-06
667,Luz ,31.0,Asia,2024-03-18
668,Humedad,34.0,Asia,2024-01-25
669,Temperatura,43.0,Europa,2024-01-11
670,Presencia,16.0,Norteamerica,2024-08-29
671,Humedad,55.0,Europa,2024-02-13
672,Humedad,94.0,Oceanía,2024-06-25
673,Temperatura,30.0,Oceanía,2024-09-09
674,Presencia,19.0,Asia,2024-03-25
675,Humedad,65.0,África,2024-12-07
676,Movimiento,5.0,Norteamerica,2024-01-14
677,Luz ,47.0,Europa,2024-04-26
678,Luz ,68.0,África,2024-09-12
679,Movimiento,45.0,Norteamerica,2024-09-28
680,Luz ,52.0,África,2024-02-04
681,Luz ,71.0,Asia,2024-01-30
682,Temperatura,41.0,Oceanía,2024-06-21
683,Luz ,78.0,Asia,2024-03-26
684,Presencia,32.0,Norteamerica,2024-03-10
685,Luz ,28.0,Asia,2024-09-27
686,Presencia,64.0,Europa,2024-08-07
687,Humedad,19.0,Asia,2024-04-25
688,Presencia,39.0,Sudamerica,2024-10-11
689,Presencia,77.0,Oceanía,2024-06-14
690,Temperatura,11.0,Asia,2024-07-21
691,Movimiento,43.0,Oceanía,2024-09-27
692,Luz ,17.0,Norteamerica,2024-08-20
693,Temperatura,40.0,África,2024-08-29
694,Presencia,21.0,África,2024-05-18
695,Luz ,81.0,Norteamerica,2024-07-31
696,Presencia,24.0,Norteamerica,2024-09-30
697,Luz ,9.0,Europa,2024-04-17
698,Temperatura,8.0,Asia,2024-06-27
699,Presencia,21.0,África,2024-05-30
700,Temperatura,33.0,Europa,2024-08-03
701,Humedad,58.0,Norteamerica,2024-06-21
702,Humedad,88.0,África,2024-01-23
703,Humedad,15.0,Norteamerica,2024-12-14
704,Humedad,50.0,Europa,2024-12-26
705,Temperatura,55.0,Oceanía,2024-08-30
706,Temperatura,9.0,Europa,2024-10-01
707,Luz ,38.0,África,2024-04-15
708,Temperatura,53.0,Sudamerica,2024-08-01
709,Temperatura,75.0,Oceanía,2024-01-08
710,Humedad,67.0,África,2024-02-07
711,Presencia,17.0,Oceanía,2024-10-13
712,Humedad,95.0,Norteamerica,2024-01-26
713,Movimiento,51.0,Sudamerica,2024-04-09
714,Luz ,67.0,África,2024-03-03
715,Movimiento,44.0,África,2024-03-29
716,Temperatura,99.0,África,2024-03-21
717,Humedad,70.0,África,2024-04-13
718,Temperatura,28.0,África,2024-04-06
719,Humedad,30.0,Asia,2024-12-31
720,Movimiento,9.0,Sudamerica,2024-01-16
721,Temperatura,60.0,Sudamerica,2024-09-25
722,Temperatura,11.0,África,2024-09-21
723,Humedad,56.0,Europa,2024-06-20
724,Presencia,36.0,Oceanía,2024-02-05
725,Movimiento,70.0,Oceanía,2024-01-14
726,Movimiento,65.0,Europa,2024-07-22
727,Luz ,45.0,África,2024-02-06
728,Movimiento,34.0,África,2024-05-23
729,Humedad,78.0,África,2024-03-23
730,Humedad,37.0,Asia,2024-06-26
731,Presencia,32.0,Asia,2024-08-01
732,Temperatura,11.0,Norteamerica,2024-01-04
733,Humedad,96.0,Norteamerica,2024-04-14
734,Temperatura,45.0,Oceanía,2024-04-10
735,Movimiento,76.0,Europa,2024-10-22
736,Movimiento,10.0,Norteamerica,2024-05-02
737,Luz ,62.0,Sudamerica,2024-11-22
738,Temperatura,94.0,Sudamerica,2024-11-14
739,Presencia,64.0,Asia,2024-04-11
740,Temperatura,76.0,Oceanía,2024-01-13
741,Movimiento,87.0,África,2024-06-19
742,Luz ,11.0,Europa,2024-03-01
743,Movimiento,9.0,África,2024-10-27
744,Humedad,15.0,Oceanía,2024-03-01
745,Presencia,23.0,Norteamerica,2024-05-24
746,Presencia,96.0,Norteamerica,2024-11-03
747,Presencia,44.0,Europa,2024-02-06
748,Presencia,23.0,Asia,2024-10-13
749,Temperatura,61.0,Sudamerica,2024-10-15
750,Movimiento,33.0,Oceanía,2024-09-27
751,Movimiento,68.0,África,2024-07-20
752,Presencia,94.0,Europa,2024-09-20
753,Temperatura,39.0,Sudamerica,2024-06-09
754,Movimiento,83.0,Asia,2024-12-03
755,Temperatura,86.0,África,2024-08-26
756,Movimiento,49.0,África,2024-12-02
757,Humedad,99.0,Asia,2024-09-08
758,Presencia,34.0,Oceanía,2024-12-16
759,Presencia,36.0,Europa,2024-06-14
760,Luz ,87.0,Oceanía,2024-04-16
761,Temperatura,91.0,Oceanía,2024-04-23
762,Presencia,44.0,Europa,2024-08-26
763,Humedad,45.0,Europa,2024-09-09
764,Movimiento,16.0,Oceanía,2024-06-20
765,Presencia,71.0,Asia,2024-09-05
766,Luz ,48.0,Oceanía,2024-05-11
767,Movimiento,75.0,Oceanía,2024-02-18
768,Movimiento,48.0,Asia,2024-01-10
769,Presencia,92.0,Asia,2024-07-21
770,Presencia,73.0,Norteamerica,2024-02-26
771,Temperatura,66.0,Asia,2024-07-25
772,Luz ,6.0,Norteamerica,2024-07-23
773,Movimiento,3.0,Norteamerica,2024-02-02
774,Movimiento,59.0,Europa,2024-05-06
775,Humedad,32.0,Oceanía,2024-12-26
776,Presencia,19.0,Asia,2024-03-23
777,Humedad,11.0,Sudamerica,2024-04-13
778,Presencia,12.0,Sudamerica,2024-11-25
779,Luz ,76.0,África,2024-10-26
780,Presencia,9.0,Sudamerica,2024-10-16
781,Temperatura,91.0,Europa,2024-07-07
782,Presencia,14.0,Oceanía,2024-05-23
783,Presencia,29.0,Oceanía,2024-11-24
784,Humedad,40.0,Europa,2024-12-29
785,Luz ,37.0,Asia,2024-09-11
786,Movimiento,71.0,Europa,2024-01-21
787,Luz ,63.0,Sudamerica,2024-08-15
788,Presencia,45.0,Oceanía,2024-08-09
789,Temperatura,84.0,Oceanía,2024-04-13
790,Humedad,78.0,Asia,2024-04-01
791,Movimiento,25.0,Asia,2024-09-14
792,Temperatura,93.0,Asia,2024-04-02
793,Presencia,99.0,Oceanía,2024-12-20
794,Temperatura,3.0,Sudamerica,2024-09-06
795,Humedad,28.0,Sudamerica,2024-06-11
796,Humedad,7.0,Sudamerica,2024-04-13
797,Presencia,54.0,Sudamerica,2024-08-21
798,Humedad,69.0,Norteamerica,2024-05-19
799,Presencia,38.0,Asia,2024-07-26
800,Luz ,15.0,Asia,2024-06-26
801,Presencia,57.0,África,2024-09-19
802,Humedad,21.0,Oceanía,2024-05-06
803,Presencia,82.0,Oceanía,2024-04-29
804,Humedad,9.0,Sudamerica,2024-01-28
805,Luz ,34.0,Europa,2024-08-06
806,Movimiento,8.0,África,2024-05-17
807,Movimiento,14.0,Norteamerica,2024-08-31
808,Humedad,12.0,Europa,2024-08-04
809,Movimiento,9.0,Asia,2024-12-09
810,Temperatura,90.0,África,2024-04-26
811,Presencia,24.0,Oceanía,2024-06-21
812,Movimiento,61.0,África,2024-07-10
813,Humedad,78.0,Norteamerica,2024-07-10
814,Humedad,23.0,Norteamerica,2024-06-15
815,Luz ,61.0,Europa,2024-08-26
816,Luz ,88.0,Europa,2024-08-28
817,Temperatura,96.0,Oceanía,2024-09-23
818,Temperatura,50.0,Asia,2024-02-04
819,Luz ,28.0,Sudamerica,2024-11-09
820,Luz ,54.0,Norteamerica,2024-06-10
821,Humedad,46.0,África,2024-07-30
822,Luz ,85.0,África,2024-07-02
823,Movimiento,43.0,Norteamerica,2024-03-31
824,Temperatura,29.0,Oceanía,2024-02-14
825,Humedad,2.0,Oceanía,2024-05-19
826,Luz ,33.0,Sudamerica,2024-02-21
827,Presencia,50.0,África,2024-01-26
828,Presencia,39.0,Norteamerica,2024-07-31
829,Presencia,57.0,Sudamerica,2024-11-10
830,Temperatura,58.0,África,2024-04-11
831,Movimiento,9.0,Sudamerica,2024-05-05
832,Luz ,37.0,Europa,2024-05-10
833,Presencia,28.0,Sudamerica,2024-02-24
834,Movimiento,59.0,Asia,2024-03-01
835,Luz ,21.0,Asia,2024-12-29
836,Movimiento,66.0,Asia,2024-10-22
837,Humedad,71.0,África,2024-10-09
838,Presencia,89.0,Oceanía,2024-05-23
839,Temperatura,4.0,Sudamerica,2024-09-26
840,Luz ,65.0,Asia,2024-02-29
841,Humedad,8.0,Europa,2024-12-20
842,Movimiento,85.0,Asia,2024-03-30
843,Presencia,90.0,Norteamerica,2024-06-18
844,Presencia,26.0,África,2024-12-22
845,Movimiento,40.0,Asia,2024-02-23
846,Movimiento,26.0,Norteamerica,2024-04-24
847,Presencia,23.0,Asia,2024-01-07
848,Luz ,94.0,Sudamerica,2024-11-11
849,Luz ,71.0,Europa,2024-08-07
850,Movimiento,50.0,África,2024-03-13
851,Luz ,37.0,Oceanía,2024-05-23
852,Temperatura,48.0,África,2024-10-29
853,Temperatura,86.0,África,2024-02-13
854,Temperatura,38.0,África,2024-12-08
855,Movimiento,15.0,Europa,2024-05-22
856,Humedad,34.0,África,2024-08-24
857,Movimiento,67.0,África,2024-03-17
858,Luz ,66.0,Norteamerica,2024-06-17
859,Luz ,48.0,Europa,2024-03-15
860,Humedad,99.0,Norteamerica,2024-11-29
861,Temperatura,96.0,Oceanía,2024-12-07
862,Presencia,56.0,Asia,2024-01-10
863,Luz ,88.0,Norteamerica,2024-04-13
864,Luz ,6.0,África,2024-12-05
865,Luz ,32.0,Sudamerica,2024-01-12
866,Presencia,62.0,África,2024-09-14
867,Luz ,1.0,Sudamerica,2024-03-22
868,Humedad,40.0,Europa,2024-04-01
869,Movimiento,47.0,Oceanía,2024-05-22
870,Presencia,99.0,Europa,2024-10-25
871,Humedad,65.0,Oceanía,2024-05-02
872,Temperatura,78.0,Sudamerica,2024-05-16
873,Humedad,33.0,Sudamerica,2024-06-12
874,Luz ,58.0,África,2024-03-31
875,Luz ,3.0,África,2024-07-19
876,Temperatura,10.0,Norteamerica,2024-04-25
877,Luz ,89.0,Norteamerica,2024-04-17
878,Presencia,29.0,África,2024-09-27
879,Humedad,75.0,Norteamerica,2024-02-13
880,Movimiento,4.0,Europa,2024-12-29
881,Luz ,40.0,Sudamerica,2024-06-27
882,Luz ,99.0,Norteamerica,2024-10-11
883,Humedad,83.0,Sudamerica,2024-04-10
884,Temperatura,8.0,África,2024-06-12
885,Presencia,20.0,Europa,2024-06-03
886,Movimiento,41.0,Norteamerica,2024-05-24
887,Presencia,98.0,África,2024-01-15
888,Movimiento,17.0,África,2024-07-24
889,Humedad,22.0,Norteamerica,2024-08-18
890,Movimiento,85.0,Europa,2024-06-05
891,Temperatura,45.0,Sudamerica,2024-04-03
892,Presencia,36.0,Norteamerica,2024-02-23
893,Humedad,83.0,Norteamerica,2024-12-10
894,Humedad,99.0,Asia,2024-09-26
895,Luz ,8.0,Sudamerica,2024-04-21
896,Movimiento,71.0,África,2024-08-29
897,Movimiento,73.0,África,2024-04-09
898,Presencia,93.0,África,2024-01-27
899,Luz ,16.0,Asia,2024-06-16
900,Temperatura,96.0,Europa,2024-05-04
901,Luz ,45.0,Sudamerica,2024-08-07
902,Luz ,86.0,Asia,2024-10-02
903,Humedad,64.0,Europa,2024-10-06
904,Movimiento,11.0,Norteamerica,2024-05-11
905,Temperatura,81.0,Sudamerica,2024-07-27
906,Luz ,33.0,África,2024-05-19
907,Movimiento,10.0,Norteamerica,2024-10-21
908,Presencia,27.0,Sudamerica,2024-01-13
909,Movimiento,28.0,Europa,2024-06-02
910,Temperatura,93.0,Sudamerica,2024-12-06
911,Movimiento,45.0,Europa,2024-01-13
912,Presencia,68.0,Oceanía,2024-07-22
913,Presencia,72.0,Sudamerica,2024-01-27
914,Humedad,68.0,Sudamerica,2024-01-20
915,Temperatura,44.0,Sudamerica,2024-04-16
916,Movimiento,100.0,Europa,2024-11-26
917,Humedad,74.0,Oceanía,2024-08-17
918,Presencia,14.0,Europa,2024-10-04
919,Movimiento,4.0,África,2024-01-18
920,Humedad,66.0,Oceanía,2024-03-07
921,Movimiento,78.0,África,2024-01-12
922,Temperatura,81.0,África,2024-08-31
923,Temperatura,7.0,Norteamerica,2024-02-20
924,Luz ,29.0,África,2024-08-11
925,Luz ,97.0,Norteamerica,2024-04-09
926,Temperatura,73.0,Norteamerica,2024-10-30
927,Humedad,59.0,Europa,2024-09-21
928,Presencia,4.0,Norteamerica,2024-04-24
929,Luz ,66.0,Asia,2024-04-02
930,Movimiento,83.0,Europa,2024-03-24
931,Presencia,18.0,Asia,2024-11-09
932,Presencia,30.0,Sudamerica,2024-09-13
933,Humedad,60.0,Norteamerica,2024-07-31
934,Movimiento,15.0,Europa,2024-09-12
935,Movimiento,28.0,Norteamerica,2024-03-16
936,Presencia,27.0,Sudamerica,2024-07-11
937,Temperatura,92.0,Europa,2024-02-07
938,Movimiento,76.0,Oceanía,2024-06-01
939,Luz ,7.0,Norteamerica,2024-10-11
940,Temperatura,13.0,Norteamerica,2024-02-07
941,Temperatura,74.0,Norteamerica,2024-05-03
942,Presencia,27.0,Europa,2024-03-29
943,Humedad,91.0,África,2024-10-24
944,Temperatura,25.0,Oceanía,2024-05-06
945,Presencia,19.0,Oceanía,2024-09-02
946,Humedad,54.0,Oceanía,2024-04-16
947,Temperatura,48.0,África,2024-05-15
948,Temperatura,85.0,Europa,2024-12-15
949,Movimiento,18.0,Sudamerica,2024-10-09
950,Presencia,39.0,Norteamerica,2024-08-04
951,Presencia,35.0,África,2024-04-18
952,Luz ,67.0,Europa,2024-05-02
953,Temperatura,51.0,Sudamerica,2024-03-25
954,Humedad,11.0,Europa,2024-11-22
955,Movimiento,72.0,Oceanía,2024-03-11
956,Movimiento,21.0,Norteamerica,2024-02-09
957,Movimiento,84.0,Europa,2024-02-15
958,Movimiento,38.0,Norteamerica,2024-12-29
959,Movimiento,54.0,Oceanía,2024-09-11
960,Humedad,83.0,Oceanía,2024-12-26
961,Luz ,77.0,Asia,2024-10-02
962,Temperatura,41.0,África,2024-12-12
963,Luz ,64.0,Asia,2024-08-17
964,Presencia,42.0,Asia,2024-09-14
965,Presencia,53.0,Norteamerica,2024-03-31
966,Presencia,76.0,Sudamerica,2024-07-23
967,Luz ,22.0,Oceanía,2024-06-07
968,Temperatura,52.0,África,2024-05-21
969,Humedad,85.0,Asia,2024-03-22
970,Presencia,93.0,Sudamerica,2024-06-01
971,Presencia,48.0,Oceanía,2024-05-21
972,Luz ,62.0,África,2024-04-08
973,Luz ,68.0,Europa,2024-10-24
974,Humedad,60.0,Sudamerica,2024-05-09
975,Presencia,63.0,Oceanía,2024-01-04
976,Presencia,100.0,Asia,2024-01-16
977,Temperatura,93.0,Norteamerica,2024-01-02
978,Temperatura,73.0,Norteamerica,2024-02-21
979,Temperatura,31.0,Norteamerica,2024-01-19
980,Luz ,93.0,África,2024-06-17
981,Humedad,67.0,Norteamerica,2024-09-24
982,Movimiento,49.0,Asia,2024-01-29
983,Movimiento,6.0,Sudamerica,2024-07-07
984,Movimiento,33.0,Europa,2024-01-03
985,Temperatura,37.0,Norteamerica,2024-12-31
986,Presencia,86.0,África,2024-12-24
987,Humedad,9.0,Norteamerica,2024-01-25
988,Presencia,82.0,África,2024-04-12
989,Presencia,69.0,Norteamerica,2024-11-16
990,Presencia,81.0,Norteamerica,2024-07-31
991,Presencia,55.0,Europa,2024-02-14
992,Movimiento,25.0,África,2024-01-15
993,Movimiento,8.0,África,2024-02-01
994,Luz ,79.0,Europa,2024-11-19
995,Humedad,29.0,África,2024-07-17
996,Humedad,23.0,Norteamerica,2024-08-26
997,Temperatura,9.0,Europa,2024-12-14
998,Presencia,76.0,Sudamerica,2024-10-01
999,Presencia,26.0,Sudamerica,2024-03-27
1000,Movimiento,1.0,Norteamerica,2024-12-27
