ID del Producto,Nombre,Categoria,Precio,Cantidad Vendida,Region del Pedido,Fecha del Pedido
409,Producto 409,Hogar,2131 $,79.0,Europa,2024-10-01
410,Producto 410,Deportes,1688 $,23.0,Europa,2024-12-16
411,Producto 411,Hogar,239 $,16.0,África,2024-08-11
412,Producto 412,Electronica,175 $,55.0,África,2024-10-27
413,Producto 413,Hogar,2184 $,61.0,Norteamerica,2024-08-12
414,Producto 414,Electronica,762 $,17.0,Europa,2024-12-25
415,Producto 415,Hogar,2208 $,6.0,Europa,2024-05-18
416,Producto 416,Moda,1234 $,42.0,África,2024-02-14
417,Producto 417,Deportes,4196 $,44.0,Europa,2024-05-28
418,Producto 418,Hogar,4014 $,3.0,Asia,2024-01-03
419,Producto 419,Deportes,1037 $,80.0,Norteamerica,2024-11-01
420,Producto 420,Moda,1962 $,99.0,Norteamerica,2024-02-04
421,Producto 421,Hogar,4698 $,83.0,Europa,2024-10-07
422,Producto 422,Deportes,3026 $,99.0,Europa,2024-02-05
423,Producto 423,Deportes,2033 $,82.0,Norteamerica,2024-08-24
424,Producto 424,Moda,4055 $,62.0,Asia,2024-09-15
425,Producto 425,Moda,3342 $,100.0,Asia,2024-11-06
426,Producto 426,Electronica,4866 $,25.0,Europa,2024-03-28
427,Producto 427,Entretenimiento,1511 $,75.0,Europa,2024-03-31
428,Producto 428,Electronica,1757 $,3.0,Sudamerica,2024-04-16
429,Producto 429,Electronica,1854 $,34.0,Asia,2024-02-10
430,Producto 430,Electronica,4367 $,39.0,África,2024-03-04
431,Producto 431,Deportes,2549 $,67.0,Asia,2024-02-14
432,Producto 432,Entretenimiento,2247 $,77.0,África,2024-02-09
433,Producto 433,Moda,1898 $,58.0,Europa,2024-06-17
434,Producto 434,Moda,182 $,30.0,Asia,2024-02-11
435,Producto 435,Hogar,2318 $,43.0,Europa,2024-09-11
436,Producto 436,Entretenimiento,4228 $,72.0,Asia,2024-07-18
437,Producto 437,Entretenimiento,2322 $,39.0,Sudamerica,2024-08-24
438,Producto 438,Entretenimiento,2441 $,61.0,África,2024-12-28
439,Producto 439,Hogar,3220 $,7.0,África,2024-10-08
440,Producto 440,Hogar,3334 $,40.0,Asia,2024-03-27
441,Producto 441,Deportes,1543 $,82.0,Europa,2024-06-12
442,Producto 442,Entretenimiento,1488 $,31.0,Norteamerica,2024-08-03
443,Producto 443,Moda,4606 $,64.0,Sudamerica,2024-08-22
444,Producto 444,Entretenimiento,350 $,8.0,Europa,2024-11-23
445,Producto 445,Entretenimiento,3857 $,14.0,Asia,2024-09-28
446,Producto 446,Moda,4612 $,97.0,Sudamerica,2024-03-07
447,Producto 447,Hogar,275 $,26.0,Norteamerica,2024-11-25
448,Producto 448,Deportes,1332 $,48.0,Europa,2024-01-27
449,Producto 449,Electronica,1321 $,82.0,Asia,2024-02-29
450,Producto 450,Electronica,583 $,50.0,Asia,2024-11-09
451,Producto 451,Entretenimiento,1533 $,19.0,África,2024-01-05
452,Producto 452,Hogar,4252 $,58.0,Sudamerica,2024-12-05
453,Producto 453,Moda,3766 $,88.0,Europa,2024-10-19
454,Producto 454,Deportes,3316 $,53.0,Europa,2024-08-08
455,Producto 455,Entretenimiento,4252 $,60.0,África,2024-03-03
456,Producto 456,Moda,129 $,64.0,Europa,2024-04-01
457,Producto 457,Hogar,1441 $,16.0,Asia,2024-10-24
458,Producto 458,Hogar,3847 $,28.0,África,2024-05-05
459,Producto 459,Deportes,4154 $,92.0,Norteamerica,2024-01-21
460,Producto 460,Entretenimiento,295 $,80.0,África,2024-02-29
461,Producto 461,Electronica,4718 $,11.0,Europa,2024-11-23
462,Producto 462,Moda,262 $,23.0,Asia,2024-07-18
463,Producto 463,Moda,2199 $,60.0,Norteamerica,2024-10-19
464,Producto 464,Deportes,3410 $,23.0,Sudamerica,2024-01-28
465,Producto 465,Entretenimiento,1853 $,89.0,Europa,2024-01-11
466,Producto 466,Moda,3512 $,67.0,Norteamerica,2024-12-27
467,Producto 467,Moda,3423 $,53.0,Asia,2024-12-04
468,Producto 468,Deportes,1455 $,44.0,Sudamerica,2024-08-16
469,Producto 469,Entretenimiento,2677 $,51.0,Sudamerica,2024-06-04
470,Producto 470,Entretenimiento,1737 $,62.0,Norteamerica,2024-07-19
471,Producto 471,Moda,4155 $,25.0,Sudamerica,2024-03-25
472,Producto 472,Entretenimiento,4397 $,73.0,Europa,2024-11-12
473,Producto 473,Deportes,2325 $,9.0,Norteamerica,2024-06-28
474,Producto 474,Electronica,4093 $,59.0,Norteamerica,2024-03-11
475,Producto 475,Deportes,1537 $,55.0,Asia,2024-12-18
476,Producto 476,Deportes,4194 $,59.0,Norteamerica,2024-06-21
477,Producto 477,Hogar,824 $,19.0,Norteamerica,2024-06-30
478,Producto 478,Electronica,3055 $,63.0,Europa,2024-01-01
479,Producto 479,Electronica,1171 $,55.0,Sudamerica,2024-07-24
480,Producto 480,Electronica,3118 $,71.0,Asia,2024-11-10
481,Producto 481,Electronica,3201 $,18.0,Europa,2024-12-21
482,Producto 482,Hogar,3299 $,92.0,Sudamerica,2024-07-16
483,Producto 483,Entretenimiento,3294 $,88.0,África,2024-12-09
484,Producto 484,Entretenimiento,4627 $,65.0,Asia,2024-02-17
485,Producto 485,Hogar,4415 $,62.0,Europa,2024-02-07
486,Producto 486,Moda,828 $,70.0,África,2024-07-18
487,Producto 487,Moda,911 $,72.0,África,2024-09-06
488,Producto 488,Entretenimiento,3408 $,96.0,Europa,2024-08-05
489,Producto 489,Moda,3545 $,61.0,Norteamerica,2024-01-18
490,Producto 490,Electronica,3307 $,39.0,Sudamerica,2024-07-08
491,Producto 491,Moda,497 $,92.0,Europa,2024-12-06
492,Producto 492,Deportes,1644 $,89.0,Sudamerica,2024-02-07
493,Producto 493,Entretenimiento,3487 $,60.0,Asia,2024-12-16
494,Producto 494,Electronica,1970 $,13.0,África,2024-10-24
495,Producto 495,Electronica,4390 $,39.0,Europa,2024-01-26
496,Producto 496,Electronica,4216 $,29.0,Sudamerica,2024-05-07
497,Producto 497,Entretenimiento,2354 $,95.0,Asia,2024-12-23
498,Producto 498,Entretenimiento,455 $,15.0,Europa,2024-02-02
499,Producto 499,Entretenimiento,1146 $,11.0,África,2024-11-28
500,Producto 500,Deportes,561 $,25.0,Europa,2024-03-29
